dataset,variant,seed,fold,best_epoch,train_seconds,test_uar,test_macro_f1,h_linear_mi_lb_bits,h_linear_control_bits,h_linear_entropy_bits
iemocap,subtract,44,1,7,15.9,0.5720465783467389,0.4938691380141599,-0.0754037174232629,-0.12405206665154145,0.9836697149306288
iemocap,subtract,44,2,23,16.8,0.5666598093945356,0.5266371045565719,0.11036677042565912,-0.21687724247830176,0.9910444329385492
iemocap,subtract,44,3,20,18.5,0.5306253488415762,0.46665120983441905,-0.07531090243470207,-0.18015613785812845,0.9973008701007469
iemocap,subtract,44,4,26,21.2,0.5890908651185341,0.5119079113358144,0.0251255976302317,-0.13878505908938144,0.9994846138022001
iemocap,subtract,44,5,11,16.9,0.5778100291223199,0.529643596019565,-0.07914633458638265,-0.14505822518394107,0.9998765061155545
ravdess,inlp_trans,42,1,29,9.3,0.5,0.4784237498174375,-0.669056327924257,-0.5352881062170103,2.3219280948873626
ravdess,inlp_trans,42,2,19,10.2,0.278125,0.22693129798725992,-0.5474527332872583,-0.271848484579043,2.3219280948873626
ravdess,inlp_trans,42,3,24,10.0,0.45,0.42649330071038494,-0.45245643431205096,-0.420068512335273,2.3219280948873626
ravdess,inlp_trans,42,4,35,10.9,0.509375,0.4877930793136281,-0.457423510439694,-0.2501579826225129,2.3219280948873626
ravdess,inlp_trans,42,5,30,9.4,0.50390625,0.4908227707050469,-1.0432177325897984,-0.658199170328575,2.0
ravdess,inlp_trans,43,1,22,8.6,0.471875,0.45535944981489096,-0.24405099043758138,-0.2811746600792615,2.3219280948873626
ravdess,inlp_trans,43,2,21,9.7,0.434375,0.4180055848283593,-0.3462249199637504,-0.2711065836710391,2.3219280948873626
ravdess,inlp_trans,43,3,29,10.0,0.4875,0.4631626999240855,-0.40791986783377343,-0.3652928553797654,2.3219280948873626
ravdess,inlp_trans,43,4,32,11.2,0.4625,0.44493744100334714,-0.6050850186006618,-0.4373549509511978,2.3219280948873626
ravdess,inlp_trans,43,5,27,9.5,0.48046875,0.47328724920120246,-0.7151022029411891,-0.5342564726940418,2.0
ravdess,inlp_trans,44,1,14,9.0,0.40625,0.3726734708422227,-0.4647392864563096,-0.34538105526074947,2.3219280948873626
ravdess,inlp_trans,44,2,24,9.4,0.23124999999999998,0.16840458152958154,-0.518159069042726,-0.31552714109007507,2.3219280948873626
ravdess,inlp_trans,44,3,24,7.5,0.421875,0.3975508097587066,-0.5686423284585573,-0.3806792693918406,2.3219280948873626
ravdess,inlp_trans,44,4,28,8.5,0.534375,0.49765364379046967,-0.24536608743079436,-0.26402387189437615,2.3219280948873626
ravdess,inlp_trans,44,5,32,7.9,0.484375,0.4900681828593866,-0.6183402241484068,-0.2819461608097913,2.0
ravdess,leace_trainfit,42,1,29,8.6,0.44062500000000004,0.42745426733099523,0.7671575244609441,-0.9384058937849238,2.3219280948873626
ravdess,leace_trainfit,42,2,19,9.4,0.42812500000000003,0.4001209275551782,1.5951606194836812,-0.8515266035628715,2.3219280948873626
ravdess,leace_trainfit,42,3,24,9.3,0.44375,0.4169690216519293,1.4424654316551522,-0.8029516802236802,2.3219280948873626
ravdess,leace_trainfit,42,4,35,10.3,0.44375,0.4208795721407012,1.1279334393703944,-0.4880156189073759,2.3219280948873626
ravdess,leace_trainfit,42,5,30,8.9,0.4921875,0.4822710944764443,0.6913891864063293,-0.9295850768541425,2.0
